"Var";"OxyTime";"PatchNo";"R";"G";"B";"L";"a";"b";"Lwc";"awc";"bwc"
"A24";180;3;0,344439338235294;0,0981158088235294;0,109145220588235;19,4174709377463;29,08320956626;14,2445846889559;19,1057507767939;25,7275459555235;15,8723425848429
"A24";180;4;0,215651416122004;0,13362962962963;0,11520697167756;15,7532240864731;9,32632290896748;7,25864773925793;15,4737541000251;6,75087626163681;8,97291373729759
"A24";180;5;0,847511982570806;0,525995642701525;0,215442265795207;63,3275028704065;25,0747120976642;53,7105464897788;62,6293168817406;18,594700563816;56,3479598731929
"A24";180;6;0,816470588235294;0,33516339869281;0,181786492374728;52,0780814849663;46,4522491518886;45,9929938870505;51,4789051475274;40,2464768408843;48,2610607425339
"A24";180;7;0,419240196078431;0,157291666666667;0,167401960784314;26,209828001777;30,0671585122822;13,7177621724179;25,8383261968736;26,1867213726641;15,8083883598749
"A24";180;8;0,278135076252723;0,172252723311547;0,14480174291939;21,0786702461866;11,5035590141136;9,68184376157716;20,7523293542195;8,48032279935343;11,6278517752547
"A24";180;9;0,890666666666667;0,639686274509804;0,295424836601307;71,6252855340383;15,2075410389884;53,6009034132643;70,8540681831952;8,37265854513458;56,7790806988437
"A24";180;10;0,878588235294118;0,41676688453159;0,232679738562092;58,5484542441644;42,8860468597177;47,0205236544658;57,8923301466367;36,296822362655;49,6587904318265
"A24";180;11;0,538004357298475;0,237089324618736;0,240749455337691;35,9014972111281;32,852185409272;15,4550626835002;35,444696015674;28,1872656642271;18,0910276869086
"A24";180;12;0,423564270152505;0,247668845315904;0,21838779956427;31,9073567997527;18,6507834899238;12,9247457356509;31,485709274477;14,6466869703006;15,4198698301343
"A24";180;13;0,940870098039216;0,707781862745098;0,358272058823529;77,3498272785246;12,3454608829768;52,8753968311722;76,5282264579779;5,16374893770399;56,4566939281204
"A24";180;14;0,921464052287582;0,526065359477124;0,304418300653595;65,979891151916;33,9049191740342;46,4682713111084;65,2583606702603;27,0016021002067;49,6118405051018
"A24";180;15;0,702989106753813;0,380113289760349;0,337167755991285;50,4821304141783;32,0792459020962;21,0946954343285;49,8970005377511;26,3624337959401;24,4111594658254
"A24";180;16;0,512;0,376052287581699;0,327599128540305;43,9016406512566;12,2916083345235;12,5749811689826;43,374427708866;7,5701924271423;15,8606146859839
"A24";180;17;0,96593137254902;0,769852941176471;0,429044117647059;82,0480743580254;7,98555699580467;49,8715592859372;81,1851228058472;0,571190929556542;53,8950821499328
"A24";180;18;0,95093443627451;0,579151348039216;0,351439950980392;70,0221869595058;30,5662617009549;45,3237224453201;69,2650789770745;23,4521061101574;48,7811867103549
"A24";180;19;0,774188112745098;0,463219975490196;0,39702818627451;57,9034090610255;29,2537967334865;22,5920799818283;57,2529622064794;23,0644744339253;26,3184045291547
"A24";180;20;0,647043504901961;0,50062806372549;0,422717524509804;56,5141819151336;11,5453920762214;16,3293387340547;55,8759620801361;5,91607477231615;20,2555991124725
"A24";180;21;0,970189950980392;0,816084558823529;0,532352941176471;85,3935381293502;4,61834420695179;40,9715516707089;84,5011421115552;-2,95489525821108;45,6226366983485
"A24";180;22;0,944240196078431;0,693259803921569;0,450122549019608;76,8343479786762;16,4193122264197;40,6913161546021;76,0172840515344;9,17015953269251;44,8027912297849
"A24";180;23;0,941161151960784;0,636014093137255;0,514445465686274;73,5959215417195;25,3500362636639;27,8459488359353;72,8073600113732;18,1080352390213;32,3423935783685
"A24";180;24;0,949632352941176;0,812377450980392;0,691789215686274;85,3822970818449;7,77400754695962;19,8425221152614;84,49;0,120000000000009;25,47
"A24";240;1;0,761551198257081;0,467468409586057;0,18239651416122;57,0187600883271;23,5083855640782;50,2036972724475;56,1712807001209;17,8269043886662;52,2706714182334
"A24";240;2;0,737080610021786;0,289220043572985;0,157995642701525;46,5897954379997;44,2616133842058;42,4123228382617;45,8633579925872;38,7262164785319;44,2130256888383
"A24";240;3;0,34797385620915;0,0983006535947712;0,109281045751634;19,6087160081914;29,4074593224471;14,5015423387999;19,1954297127116;26,1416250564525;15,9747776137637
"A24";240;4;0,216296296296296;0,134710239651416;0,114074074074074;15,8512976049308;9,17689028020094;7,60097684901561;15,4816211248708;6,72832721635763;9,1690840239772
"A24";240;5;0,847738562091503;0,526239651416122;0,214623093681917;63,3473754507674;25,0564529503378;53,8251431467109;62,4264441021462;18,8960582440244;56,1052803915802
"A24";240;6;0,817272331154684;0,340287581699346;0,176069716775599;52,3323194856341;45,8626843478726;46,9761185252649;51,5392324455043;39,8873068175647;48,9106850651523
"A24";240;7;0,422187363834423;0,156409586056645;0,172514161220044;26,3299093271992;30,5900685496236;13,0343708709626;25,8386146843424;26,828348214629;14,9816575623108
"A24";240;8;0,278745098039216;0,172862745098039;0,145411764705882;21,1483665544002;11,4961054241865;9,6747176781732;20,7172105758229;8,61844581687487;11,4658708425028
"A24";240;9;0,891520697167756;0,640540305010893;0,295442265795207;71,7017965633726;15,1833159904383;53,6891688399203;70,683901096424;8,71956843709043;56,4798815490307
"A24";240;10;0,882143790849673;0,417429193899782;0,234265795206972;58,7208232159775;43,1645227892645;47,0427253423382;57,8535891316306;36,8232856479891;49,3597700864948
"A24";240;11;0,539102396514161;0,238187363834423;0,241760348583878;36,0098545157149;32,8365019101905;15,4456588258656;35,406211292626;28,3456091811008;17,8647893142056
"A24";240;12;0,423843137254902;0,247372549019608;0,218091503267974;31,8967953448969;18,7190220630976;12,9603380365997;31,3408896192063;14,9012119179398;15,2470691681098
"A24";240;13;0,94109987745098;0,708011642156863;0,358501838235294;77,3707302628821;12,3427793228105;52,8731385980275;76,2870393146403;5,5666967172972;56,0440413830666
"A24";240;14;0,921952069716776;0,525873638344227;0,306265795206972;65,9910428451682;34,0064348799284;46,2474835572886;65,0394282361997;27,416839201208;49,0403961831464
