"SourceFile";"Var";"Pic";"DateTime";"Nb";"Model";"ImageWidth";"ImageHeight";"FocusDistance";"FNumber";"ExposureTime";"ISO";"WB_RBLevels";"DOF";"FOV";"ShutterSpeed";"Aperture";"Flash";"FocalLength";"Quality";"RedBalance";"BlueBalance";"Time"
"./data/TuberColorSamples/A117/DSC_0049.NEF";"A117";"DSC_0049";2021-05-06 10:02:32;16;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.3046875 2.4140625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,3046875;2,4140625;450
"./data/TuberColorSamples/A117/DSC_0050.NEF";"A117";"DSC_0050";2021-05-06 10:03:02;17;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.3046875 2.4140625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,3046875;2,4140625;480
"./data/TuberColorSamples/A117/DSC_0051.NEF";"A117";"DSC_0051";2021-05-06 10:03:32;18;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.3046875 2.4140625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,3046875;2,4140625;510
"./data/TuberColorSamples/A117/DSC_0052.NEF";"A117";"DSC_0052";2021-05-06 10:04:02;19;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.3046875 2.41015625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,3046875;2,41015625;540
"./data/TuberColorSamples/A117/DSC_0053.NEF";"A117";"DSC_0053";2021-05-06 10:04:32;20;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.30078125 2.41015625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,30078125;2,41015625;570
"./data/TuberColorSamples/A117/DSC_0054.NEF";"A117";"DSC_0054";2021-05-06 10:05:02;21;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.296875 2.41015625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,41015625;600
"./data/TuberColorSamples/A117/DSC_0055.NEF";"A117";"DSC_0055";2021-05-06 10:05:32;22;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.296875 2.41015625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,41015625;630
"./data/TuberColorSamples/A117/DSC_0056.NEF";"A117";"DSC_0056";2021-05-06 10:06:02;23;"NIKON D5600";6016;4016;0,749894209332456;3,5;0,01666666667;200;"1.296875 2.41015625 1 1";"0.647370681220364 0.891001306273299";"66.1012971700423 0.975858945776608";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,41015625;660
"./data/TuberColorSamples/A117/DSC_0057.NEF";"A117";"DSC_0057";2021-05-06 10:06:32;24;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.296875 2.41015625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,41015625;690
"./data/TuberColorSamples/A117/DSC_0058.NEF";"A117";"DSC_0058";2021-05-06 10:07:02;25;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.296875 2.41015625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,41015625;720
